review,rating,date,bank,source,sentiment_label,sentiment_score,theme
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen,Google Play,POSITIVE,0.9968047142028809,UI/UX
Pro max,5,2025-01-17,Dashen,Google Play,POSITIVE,0.9984601736068726,Other
The most good app and easy,5,2025-01-16,Dashen,Google Play,POSITIVE,0.9998631477355957,UI/UX
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen,Google Play,POSITIVE,0.9998682737350464,UI/UX
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen,Google Play,POSITIVE,0.9998549222946167,Other
Excellent app.,5,2025-01-16,Dashen,Google Play,POSITIVE,0.9998461008071899,UI/UX
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen,Google Play,POSITIVE,0.9874703288078308,Other
Best app.,5,2025-01-16,Dashen,Google Play,POSITIVE,0.999774158000946,UI/UX
Better Move to catch the competition up👍,5,2025-01-16,Dashen,Google Play,POSITIVE,0.9914566874504089,Other
"Great job my home, my bank.",5,2025-01-16,Dashen,Google Play,POSITIVE,0.9998712539672852,Other
Wow,5,2025-01-16,Dashen,Google Play,POSITIVE,0.999592125415802,Other
Always one step ahead! What a masterpiece.,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9998708963394165,Other
Great App Well done Dashen Bank,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9997735619544983,UI/UX
Great!,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9998692274093628,Other
Nice,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9998552799224854,Other
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen,Google Play,POSITIVE,0.9805046916007996,"Account Access, Performance"
Always one step forward,5,2025-01-15,Dashen,Google Play,POSITIVE,0.999639630317688,Other
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen,Google Play,POSITIVE,0.9995723366737366,"Account Access, Transactions"
Small size with vast features and functionalities.,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9981461763381958,Other
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9995114803314209,UI/UX
Best app,5,2025-01-15,Dashen,Google Play,POSITIVE,0.999686598777771,UI/UX
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen,Google Play,POSITIVE,0.999612033367157,"Account Access, UI/UX"
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9996882677078247,Other
U can't create account,1,2025-01-15,Dashen,Google Play,NEGATIVE,0.9984429478645325,Account Access
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9998613595962524,UI/UX
We will see it,2,2025-01-15,Dashen,Google Play,POSITIVE,0.9998630285263062,Other
Always one step a head!,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9981322884559631,Other
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen,Google Play,POSITIVE,0.9987092018127441,UI/UX
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9997988343238831,UI/UX
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9998282194137573,Other
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,Dashen,Google Play,POSITIVE,0.7550334930419922,"UI/UX, Customer Support"
This is My Bank!,5,2025-01-15,Dashen,Google Play,POSITIVE,0.9968095421791077,Other
Dashen Bank Always One Step Ahead!,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9996882677078247,Other
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,Dashen,Google Play,NEGATIVE,0.9989049434661865,Other
ALWAYS ONE STEP AHEAD,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9997699856758118,Other
Well developed,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9998576641082764,Other
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9996349811553955,UI/UX
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9997010827064514,UI/UX
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9996860027313232,UI/UX
Wow Dashen Super App 🚀🚀,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9978638291358948,UI/UX
All in One,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9988051652908325,Other
The best Banking app I have ever seen,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9997634291648865,UI/UX
It looks good and simple to use,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9998189806938171,UI/UX
Best,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9997941851615906,Other
App That makes Difference!,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9998338222503662,UI/UX
Faster and userfriendly,5,2025-01-14,Dashen,Google Play,POSITIVE,0.9199283123016357,UI/UX
Best,5,2025-01-13,Dashen,Google Play,POSITIVE,0.9997941851615906,Other
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen,Google Play,POSITIVE,0.999778687953949,UI/UX
It's Best waww 🙏,5,2025-01-13,Dashen,Google Play,POSITIVE,0.9997444748878479,Other
Always one step ahead,5,2025-01-13,Dashen,Google Play,POSITIVE,0.9997699856758118,Other
"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Dashen,Google Play,POSITIVE,0.99872225522995,Other
