review,rating,date,bank,source,sentiment_label,sentiment_score,theme
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,NEGATIVE,0.9994331002235413,"UI/UX, Performance"
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,NEGATIVE,0.9997997879981995,UI/UX
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play,NEGATIVE,0.9611338376998901,UI/UX
Excellent service,5,2024-06-18,BOA,Google Play,POSITIVE,0.9998576641082764,Customer Support
It's not convenient,1,2024-06-17,BOA,Google Play,NEGATIVE,0.9998067021369934,Other
meskelu Metku,5,2024-06-17,BOA,Google Play,POSITIVE,0.8474319577217102,Other
Verry nice,5,2024-06-17,BOA,Google Play,POSITIVE,0.9997273087501526,Other
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play,NEGATIVE,0.999081015586853,UI/UX
Good,5,2024-06-14,BOA,Google Play,POSITIVE,0.9998161196708679,Other
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,BOA,Google Play,NEGATIVE,0.9465042948722839,Other
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play,NEGATIVE,0.9998160004615784,"Account Access, Transactions"
👍👍👍,5,2024-06-12,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
Really Bank,5,2024-06-11,BOA,Google Play,POSITIVE,0.9820581078529358,Other
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,POSITIVE,0.999809205532074,Other
The app is not good need a few work,3,2024-06-11,BOA,Google Play,NEGATIVE,0.9997538924217224,UI/UX
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,NEGATIVE,0.9997610449790955,"UI/UX, Performance"
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,NEGATIVE,0.9994435906410217,"Transactions, UI/UX, Customer Support"
The worst app,1,2024-06-10,BOA,Google Play,NEGATIVE,0.9997969269752502,UI/UX
excellent service,5,2024-06-10,BOA,Google Play,POSITIVE,0.9998576641082764,Customer Support
You are beutiful,5,2024-06-09,BOA,Google Play,NEGATIVE,0.8399403095245361,Other
Good 👍,5,2024-06-07,BOA,Google Play,POSITIVE,0.9998576641082764,Other
The best app,5,2024-06-06,BOA,Google Play,POSITIVE,0.9998469352722168,UI/UX
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play,NEGATIVE,0.8337253928184509,Other
Awful,1,2024-06-06,BOA,Google Play,NEGATIVE,0.9997954964637756,Other
Developer option to be off really,1,2024-06-06,BOA,Google Play,NEGATIVE,0.9903940558433533,Other
Good app boa,5,2024-06-06,BOA,Google Play,POSITIVE,0.9998428821563721,UI/UX
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,NEGATIVE,0.9997298121452332,UI/UX
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,NEGATIVE,0.9979676604270935,UI/UX
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
slow only some times the wey it is veary nice app,5,2024-06-04,BOA,Google Play,POSITIVE,0.9498576521873474,"UI/UX, Performance"
ok yes,5,2024-06-04,BOA,Google Play,POSITIVE,0.9997628331184387,Other
The worst mobile banking app,1,2024-06-04,BOA,Google Play,NEGATIVE,0.9997923970222473,UI/UX
It's nice apps,1,2024-06-04,BOA,Google Play,POSITIVE,0.999875545501709,UI/UX
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,NEGATIVE,0.9997871518135071,"UI/UX, Performance"
Excited by your service,5,2024-06-02,BOA,Google Play,POSITIVE,0.9997963309288025,Customer Support
Kerfafa new,1,2024-06-01,BOA,Google Play,POSITIVE,0.8148759007453918,Other
ABDU MUDESR,2,2024-06-01,BOA,Google Play,POSITIVE,0.7394685745239258,Other
Ok,5,2024-05-31,BOA,Google Play,POSITIVE,0.9997851252555847,Other
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,NEGATIVE,0.9996273517608643,"Transactions, UI/UX"
Excellent,5,2024-05-31,BOA,Google Play,POSITIVE,0.9998434782028198,Other
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,POSITIVE,0.9998168349266052,Other
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-29,BOA,Google Play,NEGATIVE,0.9996848106384277,UI/UX
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,NEGATIVE,0.9991626739501953,Transactions
Ayseram,1,2024-05-28,BOA,Google Play,NEGATIVE,0.6560923457145691,Other
Worst banking app ever,1,2024-05-28,BOA,Google Play,NEGATIVE,0.9997898936271667,UI/UX
not bad,1,2024-05-26,BOA,Google Play,POSITIVE,0.9995881915092468,Other
